handle,period,num_communities,pct
RepJerryNadler,y2020,3,0.79
RepJerryNadler,_q1,5,0.54
RepJerryNadler,_q2,4,0.74
RepJerryNadler,_q3,4,0.98
RepJerryNadler,_q4,5,0.94
AOC,jan,5,0.43
AOC,feb,6,0.72
AOC,mar,4,0.39
AOC,apr,5,0.61
AOC,may,6,0.66
AOC,jun,5,0.57
AOC,jul,6,0.46
AOC,aug,6,0.68
AOC,sep,5,0.46
AOC,oct,7,0.56
AOC,nov,5,0.51
AOC,dec,4,0.41
AOC,y2020,4,0.63
AOC,_q1,4,0.35
AOC,_q2,4,0.35
AOC,_q3,6,0.59
AOC,_q4,4,0.63
RepJoseSerrano,jan,9,0.95
RepJoseSerrano,feb,6,0.66
RepJoseSerrano,mar,4,0.71
RepJoseSerrano,apr,5,0.87
RepJoseSerrano,may,6,0.96
RepJoseSerrano,jun,7,0.75
RepJoseSerrano,jul,4,0.84
RepJoseSerrano,aug,8,0.72
RepJoseSerrano,sep,8,0.99
RepJoseSerrano,oct,6,0.71
RepJoseSerrano,nov,7,0.38
RepJoseSerrano,dec,6,0.75
RepJoseSerrano,y2020,5,0.6
RepJoseSerrano,_q1,4,0.39
RepJoseSerrano,_q2,5,0.63
RepJoseSerrano,_q3,4,0.9
RepJoseSerrano,_q4,6,0.83
RepSeanMaloney,jan,6,0.66
RepSeanMaloney,feb,5,0.37
RepSeanMaloney,mar,4,0.61
RepSeanMaloney,apr,6,0.49
RepSeanMaloney,may,6,0.61
RepSeanMaloney,jun,5,0.58
RepSeanMaloney,jul,6,0.68
RepSeanMaloney,aug,5,0.93
RepSeanMaloney,sep,6,0.76
RepSeanMaloney,oct,6,0.85
RepSeanMaloney,nov,4,0.61
RepSeanMaloney,dec,5,0.42
RepSeanMaloney,y2020,4,0.71
RepSeanMaloney,_q1,4,0.59
RepSeanMaloney,_q2,5,0.52
RepSeanMaloney,_q3,5,0.53
RepSeanMaloney,_q4,4,0.53
DelgadoforNY19,jan,5,0.45
DelgadoforNY19,feb,5,0.98
DelgadoforNY19,mar,4,0.46
DelgadoforNY19,apr,3,0.94
DelgadoforNY19,may,3,0.87
DelgadoforNY19,jun,5,0.4
DelgadoforNY19,jul,4,0.55
DelgadoforNY19,aug,4,0.39
DelgadoforNY19,sep,4,0.51
DelgadoforNY19,oct,3,0.96
DelgadoforNY19,nov,4,0.93
DelgadoforNY19,dec,5,0.74
DelgadoforNY19,y2020,5,0.7
DelgadoforNY19,_q1,4,0.78
DelgadoforNY19,_q2,3,0.96
DelgadoforNY19,_q3,4,0.71
DelgadoforNY19,_q4,4,0.41
RepPaulTonko,jan,5,0.72
RepPaulTonko,feb,5,0.39
RepPaulTonko,mar,5,0.8
RepPaulTonko,apr,5,0.66
RepPaulTonko,may,5,0.53
RepPaulTonko,jun,5,0.58
RepPaulTonko,jul,4,0.41
RepPaulTonko,aug,5,0.99
RepPaulTonko,sep,4,0.42
RepPaulTonko,oct,5,0.81
RepPaulTonko,nov,6,0.93
RepPaulTonko,dec,4,0.94
RepPaulTonko,y2020,3,0.9
RepPaulTonko,_q1,5,0.61
RepPaulTonko,_q2,4,0.66
RepPaulTonko,_q3,4,0.43
RepPaulTonko,_q4,5,0.75
RepBrindisi,jan,4,0.63
RepBrindisi,feb,4,0.85
RepBrindisi,mar,4,0.53
RepBrindisi,apr,4,0.63
RepBrindisi,may,5,0.72
RepBrindisi,jun,4,0.99
RepBrindisi,jul,4,0.85
RepBrindisi,aug,5,0.53
RepBrindisi,sep,5,0.66
RepBrindisi,oct,3,0.88
RepBrindisi,nov,5,0.73
RepBrindisi,dec,4,0.62
RepBrindisi,y2020,3,1
RepBrindisi,_q1,4,0.34
RepBrindisi,_q2,4,0.96
RepBrindisi,_q3,4,0.88
RepBrindisi,_q4,4,0.88
RepTomReed,jan,6,0.86
RepTomReed,feb,5,0.92
RepTomReed,mar,6,0.6
RepTomReed,apr,6,0.85
RepTomReed,may,4,0.58
RepTomReed,jun,4,0.56
RepTomReed,jul,5,0.36
RepTomReed,aug,5,0.47
RepTomReed,sep,5,0.63
RepTomReed,oct,5,0.69
RepTomReed,nov,8,0.76
RepTomReed,dec,5,0.6
RepTomReed,y2020,4,0.8
RepTomReed,_q1,5,0.69
RepTomReed,_q2,4,0.77
RepTomReed,_q3,4,0.57
RepTomReed,_q4,4,0.63
RepJoeMorelle,jan,5,0.84
RepJoeMorelle,feb,5,0.64
RepJoeMorelle,mar,4,0.48
RepJoeMorelle,apr,3,0.77
RepJoeMorelle,may,5,0.69
RepJoeMorelle,jun,5,0.81
RepJoeMorelle,jul,4,0.94
RepJoeMorelle,aug,4,0.63
RepJoeMorelle,sep,5,0.74
RepJoeMorelle,oct,5,0.85
RepJoeMorelle,nov,5,0.82
RepJoeMorelle,dec,5,0.82
RepJoeMorelle,y2020,4,0.7
RepJoeMorelle,_q1,4,0.52
RepJoeMorelle,_q2,3,0.97
RepJoeMorelle,_q3,4,0.7
RepJoeMorelle,_q4,4,0.97
RepBrianHiggins,jan,7,0.48
RepBrianHiggins,feb,4,0.57
RepBrianHiggins,mar,5,0.9
RepBrianHiggins,apr,4,0.84
RepBrianHiggins,may,5,0.41
RepBrianHiggins,jun,5,0.8
RepBrianHiggins,jul,5,0.54
RepBrianHiggins,aug,5,0.69
RepBrianHiggins,sep,4,0.44
RepBrianHiggins,oct,5,0.54
RepBrianHiggins,nov,5,0.56
RepBrianHiggins,dec,5,0.86
RepBrianHiggins,y2020,4,0.58
RepBrianHiggins,_q1,5,0.73
RepBrianHiggins,_q2,4,0.64
RepBrianHiggins,_q3,4,1
RepBrianHiggins,_q4,4,0.34
GKButterfield,jan,8,0.83
GKButterfield,feb,8,1
GKButterfield,mar,5,0.59
GKButterfield,apr,6,0.66
GKButterfield,may,6,1
GKButterfield,jun,4,0.58
GKButterfield,jul,5,0.41
GKButterfield,aug,6,1
GKButterfield,sep,6,0.66
GKButterfield,oct,6,0.78
GKButterfield,nov,5,0.83
GKButterfield,dec,6,0.95
GKButterfield,y2020,4,0.4
GKButterfield,_q1,6,0.68
GKButterfield,_q2,5,0.45
GKButterfield,_q3,6,0.47
GKButterfield,_q4,5,0.37
RepGregMurphy,jan,9,0.7
RepGregMurphy,feb,6,0.59
RepGregMurphy,mar,5,0.73
RepGregMurphy,apr,7,0.92
RepGregMurphy,may,7,0.58
RepGregMurphy,jun,11,0.63
RepGregMurphy,jul,6,0.34
RepGregMurphy,aug,7,0.99
RepGregMurphy,sep,7,0.95
RepGregMurphy,oct,9,0.75
RepGregMurphy,nov,6,0.93
RepGregMurphy,dec,7,0.65
RepGregMurphy,y2020,5,0.42
RepGregMurphy,_q1,5,0.7
RepGregMurphy,_q2,5,0.84
RepGregMurphy,_q3,6,0.66
RepGregMurphy,_q4,7,0.78
RepDavidEPrice,jan,5,0.36
RepDavidEPrice,feb,6,0.98
RepDavidEPrice,mar,5,0.77
RepDavidEPrice,apr,3,0.99
RepDavidEPrice,may,4,0.35
RepDavidEPrice,jun,5,0.77
RepDavidEPrice,jul,4,0.65
RepDavidEPrice,aug,5,0.9
RepDavidEPrice,sep,5,0.67
RepDavidEPrice,oct,5,0.63
RepDavidEPrice,nov,4,0.81
RepDavidEPrice,dec,4,0.34
RepDavidEPrice,y2020,5,0.84
RepDavidEPrice,_q1,4,0.92
RepDavidEPrice,_q2,3,0.97
RepDavidEPrice,_q3,4,0.78
RepDavidEPrice,_q4,4,0.93
RepMarkWalker,jan,5,0.42
RepMarkWalker,feb,4,0.43
RepMarkWalker,mar,5,0.67
RepMarkWalker,apr,6,0.72
RepMarkWalker,may,6,0.78
RepMarkWalker,jun,6,0.55
RepMarkWalker,jul,4,0.49
RepMarkWalker,aug,6,0.34
RepMarkWalker,sep,7,0.5
RepMarkWalker,oct,4,0.99
RepMarkWalker,nov,5,0.61
RepMarkWalker,dec,6,0.91
RepMarkWalker,y2020,4,0.93
RepMarkWalker,_q1,4,0.69
RepMarkWalker,_q2,5,0.88
RepMarkWalker,_q3,4,0.43
RepMarkWalker,_q4,5,0.5
RepRichHudson,jan,4,0.82
RepRichHudson,feb,5,0.94
RepRichHudson,mar,4,0.36
RepRichHudson,apr,5,0.67
RepRichHudson,may,7,0.69
RepRichHudson,jun,5,0.88
RepRichHudson,jul,5,0.71
RepRichHudson,aug,6,0.46
RepRichHudson,sep,5,0.68
RepRichHudson,oct,8,0.63
RepRichHudson,nov,7,0.77
RepRichHudson,dec,5,0.96
RepRichHudson,y2020,4,0.62
RepRichHudson,_q1,4,0.36
RepRichHudson,_q2,4,0.49
RepRichHudson,_q3,5,0.77
RepRichHudson,_q4,5,0.9
jdanbishop,jan,8,0.94
jdanbishop,feb,9,0.94
jdanbishop,mar,8,0.69
jdanbishop,apr,4,0.96
jdanbishop,may,7,0.66
jdanbishop,jun,7,0.74
jdanbishop,jul,14,0.81
jdanbishop,aug,9,0.46
jdanbishop,sep,8,0.81
jdanbishop,oct,5,0.47
jdanbishop,nov,10,0.94
jdanbishop,dec,12,0.74
jdanbishop,y2020,4,0.44
jdanbishop,_q1,7,0.49
jdanbishop,_q2,5,0.4
jdanbishop,_q3,7,0.49
jdanbishop,_q4,5,0.58
PatrickMcHenry,jan,6,0.97
PatrickMcHenry,feb,7,0.86
PatrickMcHenry,mar,4,0.75
PatrickMcHenry,apr,4,0.51
PatrickMcHenry,may,5,0.65
PatrickMcHenry,jun,5,0.84
PatrickMcHenry,jul,6,0.91
PatrickMcHenry,aug,6,0.94
PatrickMcHenry,sep,6,0.48
PatrickMcHenry,oct,6,0.34
PatrickMcHenry,nov,5,0.52
PatrickMcHenry,dec,5,0.71
PatrickMcHenry,y2020,3,0.82
PatrickMcHenry,_q1,4,0.36
PatrickMcHenry,_q2,4,0.77
PatrickMcHenry,_q3,4,0.82
PatrickMcHenry,_q4,4,0.83
RepAdams,jan,5,0.9
RepAdams,feb,5,0.64
RepAdams,mar,5,0.59
RepAdams,apr,5,0.93
RepAdams,may,6,0.64
RepAdams,jun,5,0.86
RepAdams,jul,8,0.6
RepAdams,aug,6,0.67
RepAdams,sep,4,0.38
RepAdams,oct,6,0.82
RepAdams,nov,6,0.73
RepAdams,dec,5,0.81
RepAdams,y2020,4,0.48
RepAdams,_q1,5,0.67
RepAdams,_q2,5,0.5
RepAdams,_q3,5,0.77
RepAdams,_q4,5,0.88
RepTedBudd,jan,6,0.64
RepTedBudd,feb,6,0.67
RepTedBudd,mar,5,0.63
RepTedBudd,apr,4,0.93
RepTedBudd,may,7,0.72
RepTedBudd,jun,7,0.58
RepTedBudd,jul,7,0.67
RepTedBudd,aug,11,0.67
RepTedBudd,sep,6,0.7
RepTedBudd,oct,8,0.4
RepTedBudd,nov,9,0.76
RepTedBudd,dec,6,0.94
RepTedBudd,y2020,5,0.56
RepTedBudd,_q1,4,0.67
RepTedBudd,_q2,6,0.69
RepTedBudd,_q3,6,0.4
RepTedBudd,_q4,5,0.87
RepArmstrongND,jan,6,0.62
RepArmstrongND,feb,7,0.99
RepArmstrongND,mar,4,0.83
RepArmstrongND,apr,6,0.41
RepArmstrongND,may,6,0.52
RepArmstrongND,jun,6,0.68
RepArmstrongND,jul,10,1
RepArmstrongND,aug,5,0.62
RepArmstrongND,sep,6,0.47
RepArmstrongND,oct,8,0.64
RepArmstrongND,nov,7,0.93
RepArmstrongND,dec,10,0.68
RepArmstrongND,y2020,5,0.86
RepArmstrongND,_q1,5,0.6
RepArmstrongND,_q2,5,0.6
RepArmstrongND,_q3,5,0.6
RepArmstrongND,_q4,7,0.9
RepSteveChabot,jan,6,0.96
RepSteveChabot,feb,5,0.69
RepSteveChabot,mar,7,0.97
RepSteveChabot,apr,6,0.82
RepSteveChabot,may,6,0.88
RepSteveChabot,jun,5,0.78
RepSteveChabot,jul,4,0.98
RepSteveChabot,aug,5,0.99
RepSteveChabot,sep,4,0.5
RepSteveChabot,oct,4,1
RepSteveChabot,nov,6,0.59
RepSteveChabot,dec,9,1
RepSteveChabot,y2020,3,0.99
RepSteveChabot,_q1,5,0.43
RepSteveChabot,_q2,4,0.98
RepSteveChabot,_q3,4,0.84
RepSteveChabot,_q4,4,0.95
RepBradWenstrup,jan,6,0.78
RepBradWenstrup,feb,5,0.97
RepBradWenstrup,mar,5,0.94
RepBradWenstrup,apr,5,1
RepBradWenstrup,may,5,0.51
RepBradWenstrup,jun,9,0.53
RepBradWenstrup,jul,6,0.6
RepBradWenstrup,aug,6,0.76
RepBradWenstrup,sep,5,0.51
RepBradWenstrup,oct,11,0.68
RepBradWenstrup,nov,5,0.86
RepBradWenstrup,dec,6,0.44
RepBradWenstrup,y2020,4,0.76
RepBradWenstrup,_q1,4,0.55
RepBradWenstrup,_q2,4,0.34
RepBradWenstrup,_q3,5,0.7
RepBradWenstrup,_q4,5,0.69
RepBeatty,jan,6,0.81
RepBeatty,feb,6,0.87
RepBeatty,mar,7,0.87
RepBeatty,apr,5,0.73
RepBeatty,may,5,0.44
RepBeatty,jun,5,1
RepBeatty,jul,5,0.59
RepBeatty,aug,7,0.43
RepBeatty,sep,5,0.46
RepBeatty,oct,6,0.66
RepBeatty,nov,6,0.63
RepBeatty,dec,4,0.98
RepBeatty,y2020,5,0.57
RepBeatty,_q1,5,0.58
RepBeatty,_q2,6,0.45
RepBeatty,_q3,5,0.49
RepBeatty,_q4,4,0.95
Jim_Jordan,jan,5,1
Jim_Jordan,feb,7,0.72
Jim_Jordan,mar,5,0.84
Jim_Jordan,apr,4,0.91
Jim_Jordan,may,5,0.69
Jim_Jordan,jun,6,1
Jim_Jordan,jul,6,0.36
Jim_Jordan,aug,7,0.47
Jim_Jordan,sep,8,0.5
Jim_Jordan,oct,6,0.72
Jim_Jordan,nov,6,0.72
Jim_Jordan,dec,6,0.99
Jim_Jordan,y2020,5,0.73
Jim_Jordan,_q1,5,0.92
Jim_Jordan,_q2,5,0.67
Jim_Jordan,_q3,6,0.6
Jim_Jordan,_q4,5,0.58
boblatta,jan,6,0.39
boblatta,feb,5,0.45
boblatta,mar,4,0.61
boblatta,apr,6,0.63
boblatta,may,4,0.89
boblatta,jun,5,1
boblatta,jul,5,0.98
boblatta,aug,6,0.82
boblatta,sep,5,0.83
boblatta,oct,6,0.71
boblatta,nov,6,0.35
boblatta,dec,7,0.78
boblatta,y2020,4,0.48
boblatta,_q1,4,0.79
boblatta,_q2,5,0.45
boblatta,_q3,5,0.55
boblatta,_q4,4,0.96
RepBillJohnson,jan,5,0.53
RepBillJohnson,feb,6,0.7
RepBillJohnson,mar,5,0.7
RepBillJohnson,apr,6,0.91
RepBillJohnson,may,7,0.79
RepBillJohnson,jun,8,0.8
RepBillJohnson,jul,10,0.77
RepBillJohnson,aug,10,0.53
RepBillJohnson,sep,6,0.65
RepBillJohnson,oct,7,0.88
RepBillJohnson,nov,9,0.94
RepBillJohnson,dec,7,0.66
RepBillJohnson,y2020,4,0.61
RepBillJohnson,_q1,5,0.47
RepBillJohnson,_q2,6,0.6
RepBillJohnson,_q3,7,0.84
RepBillJohnson,_q4,6,0.53
WarrenDavidson,jan,6,0.8
WarrenDavidson,feb,7,0.9
WarrenDavidson,mar,6,0.6
WarrenDavidson,apr,4,0.8
WarrenDavidson,may,5,0.48
WarrenDavidson,jun,5,0.89
WarrenDavidson,jul,5,0.98
WarrenDavidson,aug,6,0.71
WarrenDavidson,sep,7,0.47
WarrenDavidson,oct,8,0.79
WarrenDavidson,nov,7,0.62
WarrenDavidson,dec,6,0.71
WarrenDavidson,y2020,5,0.71
WarrenDavidson,_q1,4,0.42
WarrenDavidson,_q2,5,0.98
WarrenDavidson,_q3,6,0.99
WarrenDavidson,_q4,5,0.93
RepMarcyKaptur,jan,6,0.94
RepMarcyKaptur,feb,5,0.95
RepMarcyKaptur,mar,6,0.34
RepMarcyKaptur,apr,6,0.81
RepMarcyKaptur,may,6,0.46
RepMarcyKaptur,jun,6,0.62
RepMarcyKaptur,jul,6,0.63
RepMarcyKaptur,aug,6,0.85
RepMarcyKaptur,sep,7,0.63
RepMarcyKaptur,oct,4,0.71
RepMarcyKaptur,nov,5,0.72
RepMarcyKaptur,dec,6,0.73
RepMarcyKaptur,y2020,4,0.8
RepMarcyKaptur,_q1,5,0.6
RepMarcyKaptur,_q2,5,0.78
RepMarcyKaptur,_q3,5,0.6
RepMarcyKaptur,_q4,4,0.88
RepMarciaFudge,jan,5,0.51
RepMarciaFudge,feb,5,0.37
RepMarciaFudge,mar,5,0.43
RepMarciaFudge,apr,4,0.8
RepMarciaFudge,may,5,0.45
RepMarciaFudge,jun,5,0.73
RepMarciaFudge,jul,5,0.95
RepMarciaFudge,aug,5,0.76
RepMarciaFudge,sep,5,0.93
RepMarciaFudge,oct,5,0.85
RepMarciaFudge,nov,6,0.84
RepMarciaFudge,dec,4,0.91
RepMarciaFudge,y2020,5,0.73
RepMarciaFudge,_q1,4,0.94
RepMarciaFudge,_q2,5,0.86
RepMarciaFudge,_q3,4,0.92
RepMarciaFudge,_q4,4,0.98
RepBalderson,jan,5,0.54
RepBalderson,feb,7,0.73
RepBalderson,mar,4,0.91
RepBalderson,apr,5,0.64
RepBalderson,may,5,0.86
RepBalderson,jun,4,0.64
RepBalderson,jul,6,0.89
RepBalderson,aug,5,0.96
RepBalderson,sep,5,0.58
RepBalderson,oct,8,0.99
RepBalderson,nov,6,0.41
RepBalderson,dec,4,0.53
RepBalderson,y2020,4,0.97
RepBalderson,_q1,4,0.8
RepBalderson,_q2,4,0.6
RepBalderson,_q3,5,0.56
RepBalderson,_q4,4,0.68
TimRyan,jan,6,0.62
TimRyan,feb,4,0.88
TimRyan,mar,5,0.89
TimRyan,apr,4,1
TimRyan,may,5,0.94
TimRyan,jun,6,0.63
TimRyan,jul,5,0.43
TimRyan,aug,6,0.74
TimRyan,sep,3,0.73
TimRyan,oct,4,1
TimRyan,nov,5,0.42
TimRyan,dec,5,0.58
TimRyan,y2020,3,0.67
TimRyan,_q1,4,0.78
TimRyan,_q2,4,0.67
TimRyan,_q3,4,0.6
TimRyan,_q4,6,0.65
RepDaveJoyce,jan,6,0.72
RepDaveJoyce,feb,6,0.7
RepDaveJoyce,mar,4,0.69
RepDaveJoyce,apr,5,0.57
RepDaveJoyce,may,5,0.37
RepDaveJoyce,jun,5,0.49
RepDaveJoyce,jul,5,0.58
RepDaveJoyce,aug,7,0.34
RepDaveJoyce,sep,6,0.91
RepDaveJoyce,oct,5,0.84
RepDaveJoyce,nov,8,0.71
RepDaveJoyce,dec,8,0.91
RepDaveJoyce,y2020,4,0.79
RepDaveJoyce,_q1,4,0.46
RepDaveJoyce,_q2,5,0.73
RepDaveJoyce,_q3,5,0.65
RepDaveJoyce,_q4,5,0.47
RepSteveStivers,jan,4,0.37
RepSteveStivers,feb,6,0.54
RepSteveStivers,mar,5,0.53
RepSteveStivers,apr,5,0.62
RepSteveStivers,may,5,0.7
RepSteveStivers,jun,6,0.79
RepSteveStivers,jul,5,0.48
RepSteveStivers,aug,7,0.82
RepSteveStivers,sep,4,0.76
RepSteveStivers,oct,5,0.74
RepSteveStivers,nov,4,0.75
RepSteveStivers,dec,7,0.79
RepSteveStivers,y2020,4,0.57
RepSteveStivers,_q1,4,0.91
RepSteveStivers,_q2,4,0.4
RepSteveStivers,_q3,4,0.46
RepSteveStivers,_q4,5,0.67
RepAGonzalez,jan,5,0.44
RepAGonzalez,feb,6,0.78
RepAGonzalez,mar,6,0.97
RepAGonzalez,apr,4,1
RepAGonzalez,may,5,0.57
RepAGonzalez,jun,5,0.58
RepAGonzalez,jul,5,0.91
RepAGonzalez,aug,7,0.67
RepAGonzalez,sep,5,0.71
RepAGonzalez,oct,5,0.52
RepAGonzalez,nov,6,0.59
RepAGonzalez,dec,8,0.89
RepAGonzalez,y2020,4,0.85
RepAGonzalez,_q1,4,0.68
RepAGonzalez,_q2,4,0.34
RepAGonzalez,_q3,5,0.81
RepAGonzalez,_q4,4,0.9
RepMullin,jan,6,0.91
RepMullin,feb,6,0.34
RepMullin,mar,7,0.85
RepMullin,apr,4,0.61
RepMullin,may,5,0.81
RepMullin,jun,5,0.84
RepMullin,jul,6,0.44
RepMullin,aug,6,0.62
RepMullin,sep,6,0.97
RepMullin,oct,6,0.52
RepMullin,nov,9,1
RepMullin,dec,7,0.69
RepMullin,y2020,5,0.96
RepMullin,_q1,7,0.63
RepMullin,_q2,2,1
RepMullin,_q3,5,0.69
RepMullin,_q4,6,0.88
RepFrankLucas,jan,5,0.93
RepFrankLucas,feb,4,0.88
RepFrankLucas,mar,4,0.89
RepFrankLucas,apr,4,0.9
RepFrankLucas,may,6,0.92
RepFrankLucas,jun,6,0.4
RepFrankLucas,jul,5,0.98
RepFrankLucas,aug,8,0.43
RepFrankLucas,sep,7,0.62
RepFrankLucas,oct,5,0.61
RepFrankLucas,nov,8,0.75
RepFrankLucas,dec,4,0.37
RepFrankLucas,y2020,4,0.46
RepFrankLucas,_q1,5,0.84
RepFrankLucas,_q2,3,0.59
RepFrankLucas,_q3,4,0.45
RepFrankLucas,_q4,6,0.69
TomColeOK04,jan,7,0.67
TomColeOK04,feb,5,1
TomColeOK04,mar,4,0.5
TomColeOK04,apr,4,0.64
TomColeOK04,may,5,0.97
TomColeOK04,jun,7,0.75
TomColeOK04,jul,6,0.8
TomColeOK04,aug,5,0.39
TomColeOK04,sep,6,0.97
TomColeOK04,oct,7,0.89
TomColeOK04,nov,7,0.81
TomColeOK04,dec,6,0.8
TomColeOK04,y2020,4,0.34
TomColeOK04,_q1,4,0.56
TomColeOK04,_q2,4,0.99
TomColeOK04,_q3,7,0.54
TomColeOK04,_q4,6,0.56
RepBonamici,jan,6,0.97
RepBonamici,feb,5,0.67
RepBonamici,mar,5,0.6
RepBonamici,apr,4,0.58
RepBonamici,may,4,0.77
RepBonamici,jun,5,0.54
RepBonamici,jul,4,0.73
RepBonamici,aug,4,0.4
RepBonamici,sep,5,0.45
RepBonamici,oct,4,0.49
RepBonamici,nov,4,0.34
RepBonamici,dec,4,0.72
RepBonamici,y2020,4,0.52
RepBonamici,_q1,5,0.55
RepBonamici,_q2,4,0.58
RepBonamici,_q3,4,0.34
RepBonamici,_q4,4,0.76
repgregwalden,jan,5,0.86
repgregwalden,feb,6,0.78
repgregwalden,mar,5,0.81
repgregwalden,apr,6,0.93
repgregwalden,may,6,0.55
repgregwalden,jun,8,0.79
repgregwalden,jul,6,0.98
repgregwalden,aug,7,0.37
repgregwalden,sep,4,0.65
repgregwalden,oct,6,0.44
repgregwalden,nov,7,0.81
repgregwalden,dec,7,0.59
repgregwalden,y2020,5,0.65
repgregwalden,_q1,4,0.6
repgregwalden,_q2,6,0.82
repgregwalden,_q3,5,0.6
repgregwalden,_q4,6,0.67
repblumenauer,jan,7,0.86
repblumenauer,feb,6,0.64
repblumenauer,mar,5,0.52
repblumenauer,apr,9,0.47
repblumenauer,may,5,0.72
repblumenauer,jun,7,0.38
repblumenauer,jul,5,0.49
repblumenauer,aug,4,0.77
repblumenauer,sep,5,0.59
repblumenauer,oct,6,0.56
repblumenauer,nov,5,0.4
repblumenauer,dec,7,0.35
repblumenauer,y2020,4,0.57
repblumenauer,_q1,5,0.66
repblumenauer,_q2,6,0.72
repblumenauer,_q3,5,0.49
repblumenauer,_q4,5,0.54
RepPeterDeFazio,jan,5,1
RepPeterDeFazio,feb,5,0.79
RepPeterDeFazio,mar,5,0.75
RepPeterDeFazio,apr,4,0.97
RepPeterDeFazio,may,7,0.67
RepPeterDeFazio,jun,6,0.76
RepPeterDeFazio,jul,6,0.68
RepPeterDeFazio,aug,5,0.87
RepPeterDeFazio,sep,4,0.93
RepPeterDeFazio,oct,6,0.71
RepPeterDeFazio,nov,4,0.99
RepPeterDeFazio,dec,5,0.86
RepPeterDeFazio,y2020,4,0.47
RepPeterDeFazio,_q1,6,0.35
RepPeterDeFazio,_q2,4,1
RepPeterDeFazio,_q3,4,0.83
RepPeterDeFazio,_q4,4,0.37
RepBrianFitz,jan,6,0.89
RepBrianFitz,feb,4,0.51
RepBrianFitz,mar,4,0.5
RepBrianFitz,apr,5,0.87
RepBrianFitz,may,5,0.81
RepBrianFitz,jun,5,0.79
RepBrianFitz,jul,4,0.51
RepBrianFitz,aug,6,0.57
RepBrianFitz,sep,6,0.79
RepBrianFitz,oct,6,0.51
RepBrianFitz,nov,5,0.99
RepBrianFitz,dec,5,0.39
RepBrianFitz,y2020,4,0.92
RepBrianFitz,_q1,4,0.73
RepBrianFitz,_q2,5,0.81
RepBrianFitz,_q3,4,0.64
RepBrianFitz,_q4,5,0.66
RepBrendanBoyle,jan,12,0.5
RepBrendanBoyle,feb,7,0.39
RepBrendanBoyle,mar,10,0.35
RepBrendanBoyle,apr,17,0.73
RepBrendanBoyle,may,11,0.74
RepBrendanBoyle,jun,12,0.34
RepBrendanBoyle,jul,6,0.85
RepBrendanBoyle,aug,7,0.49
RepBrendanBoyle,sep,13,0.38
RepBrendanBoyle,oct,7,0.48
RepBrendanBoyle,nov,7,0.66
RepBrendanBoyle,dec,5,0.65
RepBrendanBoyle,y2020,5,0.43
RepBrendanBoyle,_q1,6,0.55
RepBrendanBoyle,_q2,8,0.36
RepBrendanBoyle,_q3,5,0.49
RepBrendanBoyle,_q4,5,0.61
RepDean,jan,6,0.36
RepDean,feb,6,0.75
RepDean,mar,5,0.42
RepDean,apr,6,0.55
RepDean,may,5,0.88
RepDean,jun,6,0.75
RepDean,jul,6,0.42
RepDean,aug,4,0.51
RepDean,sep,8,0.35
RepDean,oct,6,1
RepDean,nov,5,0.95
RepDean,dec,5,0.82
RepDean,y2020,4,0.61
RepDean,_q1,6,0.65
RepDean,_q2,3,0.73
RepDean,_q3,4,0.8
RepDean,_q4,4,0.37
RepMGS,jan,5,0.81
RepMGS,feb,6,0.61
RepMGS,mar,6,0.5
RepMGS,apr,4,0.44
RepMGS,may,4,0.4
RepMGS,jun,5,0.97
RepMGS,jul,4,0.97
RepMGS,aug,5,0.39
RepMGS,sep,7,0.59
RepMGS,oct,5,0.45
RepMGS,nov,5,0.66
RepMGS,dec,5,0.82
RepMGS,y2020,5,0.69
RepMGS,_q1,4,0.98
RepMGS,_q2,5,0.89
RepMGS,_q3,4,0.39
RepMGS,_q4,5,0.74
RepHoulahan,jan,5,0.98
RepHoulahan,feb,4,0.39
RepHoulahan,mar,3,0.97
RepHoulahan,apr,4,0.34
RepHoulahan,may,5,0.7
RepHoulahan,jun,5,0.39
RepHoulahan,jul,4,0.38
RepHoulahan,aug,5,0.64
RepHoulahan,sep,4,0.56
RepHoulahan,oct,5,0.74
RepHoulahan,nov,5,0.35
RepHoulahan,dec,5,0.61
RepHoulahan,y2020,3,1
RepHoulahan,_q1,4,0.53
RepHoulahan,_q2,5,0.64
RepHoulahan,_q3,5,0.67
RepHoulahan,_q4,4,0.44
RepSusanWild,jan,5,0.46
RepSusanWild,feb,5,0.81
RepSusanWild,mar,5,0.63
RepSusanWild,apr,4,0.71
RepSusanWild,may,5,0.82
RepSusanWild,jun,5,0.78
RepSusanWild,jul,5,0.52
RepSusanWild,aug,4,0.42
RepSusanWild,sep,4,0.41
RepSusanWild,oct,6,0.84
RepSusanWild,nov,3,0.78
RepSusanWild,dec,5,0.66
RepSusanWild,y2020,4,0.77
RepSusanWild,_q1,4,0.39
RepSusanWild,_q2,4,0.52
RepSusanWild,_q3,5,0.7
RepSusanWild,_q4,4,0.45
RepCartwright,jan,4,0.62
RepCartwright,feb,5,0.67
RepCartwright,mar,4,0.8
RepCartwright,apr,5,0.89
RepCartwright,may,5,0.8
RepCartwright,jun,6,0.88
RepCartwright,jul,4,0.49
RepCartwright,aug,5,0.62
RepCartwright,sep,6,0.73
RepCartwright,oct,6,0.68
RepCartwright,nov,6,0.75
RepCartwright,dec,4,0.59
